gene_symbol,de_score,de_celltypes,n_de_celltypes,max_log2fc,min_padj,pathway_score,n_pathways,pathway_names,lr_score,n_lr_interactions,lr_pairs,specificity_score,genetic_score,ot_genetic_score,has_genetic_evidence,druggability_score,convergence_bonus,composite_score,priority_tier,rank
BMPER,0.4955058132591615,Scar-associated_endothelial_ACKR1pos,1,4.273391946335007,0.0255997925320317,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14910116265183232,LOW,455
C4orf48,0.4952792724482072,Vascular_smooth_muscle,1,2.219525911147105,0.0004760200676731,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14905585448964143,LOW,456
CELF4,0.4946431850842636,Scar-associated_endothelial_ACKR1pos,1,4.135086319602835,0.0264614465588851,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14892863701685272,LOW,457
IFITM2,0.19460521193124788,Kupffer_cells,1,0.7516869713603791,0.0267297743841628,0.4000000000000001,16,Interferon Gamma Response; Interferon Alpha Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1489210423862496,LOW,458
HTR2B,0.5935660291118764,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,3.6059970854402783,0.0047123982186986,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1487132058223753,LOW,459
NFASC,0.491026694599773,Sinusoidal_endothelial,1,3.778524033467264,0.0304010387777616,0.0,2,Apical Junction,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1482053389199546,LOW,460
DENND1B,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.4540536146893282,0.7192652670216727,True,0.2304717326589879,False,0.14808416357118023,LOW,461
CD47,0.0,,0,0.0,1.0,0.12000000000000001,5,Allograft Rejection; Interferon Alpha Response,0.5,20,VTN-CD47,0.0,0.10597281382913122,0.0,False,0.18894068487137541,False,0.14783430618798912,LOW,462
NKX3-1,0.48889139515339075,Scar-associated_endothelial_PLVAPpos,1,3.162228310204943,0.0329971740424218,0.0,4,Androgen Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14777827903067814,LOW,463
LY6H,0.48885940603450434,Scar-associated_endothelial_PLVAPpos,1,4.437953819330404,0.0330377071654588,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14777188120690088,LOW,464
NAT8,0.48868236002065435,Scar-associated_endothelial_ACKR1pos,1,3.905184836101744,0.0332629425968796,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14773647200413087,LOW,465
TMEM100,0.48825280056791287,Scar-associated_endothelial_ACKR1pos,1,3.3667646039124683,0.0338158252508645,0.0,1,KRAS Signaling Up,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14765056011358257,LOW,466
TPD52L1,0.5872681273872697,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,3.93602560579859,0.0005652015082683,0.0,11,Estrogen Response Late; p53 Pathway; Myogenesis; Estrogen Response Early,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.14745362547745394,LOW,467
C1QTNF1,0.48684652193154365,Scar-associated_endothelial_ACKR1pos,1,2.0321013991375905,0.0002521576730628,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14736930438630874,LOW,468
PLCG2,0.48573899075277144,Vascular_smooth_muscle,1,2.9378929608248368,0.0271019898424346,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1471477981505543,LOW,469
NRN1,0.48496882369527183,Vascular_smooth_muscle,1,3.6943431726575504,0.0383577335842838,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14699376473905437,LOW,470
TM6SF2,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.43503760439497047,0.6470291601644935,True,0.25365726079967643,False,0.1468079902186941,LOW,471
ASTN1,0.48387541714712456,Scar-associated_endothelial_ACKR1pos,1,4.15374431312555,0.040001509562128,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1467750834294249,LOW,472
B3GNT7,0.48380008332257396,Scar-associated_macrophages,1,2.3518863635038176,0.0014557252635312,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1467600166645148,LOW,473
RASSF10,0.48253645366128267,Scar-associated_endothelial_ACKR1pos,1,3.844285247649588,0.0421106978944164,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14650729073225655,LOW,474
ATP1B2,0.4820554186738754,Scar-associated_endothelial_ACKR1pos,1,3.8332862797779206,0.0428952979494058,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14641108373477507,LOW,475
KLK10,0.4808821007541043,Scar-associated_endothelial_ACKR1pos,1,3.557736174945325,0.04487092137992,0.0,2,Estrogen Response Late; Estrogen Response Early,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14617642015082088,LOW,476
HS3ST1,0.47847588020512904,Sinusoidal_endothelial,1,2.727653709634457,0.0122139091323643,0.0,2,Hypoxia,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14569517604102583,LOW,477
FAS,0.0,,0,0.0,1.0,0.18,21,Apical Junction; Fatty Acid Metabolism; IL-6/JAK/STAT3 Signaling; Epithelial Mesenchymal Transition; Cholesterol Homeostasis,0.5,20,TNF-FAS; FASLG-FAS; FADD-FAS,0.0,0.0829461854357598,0.0,False,0.15156117729175606,False,0.14547072295270336,LOW,478
TIPARP,0.2045936322159158,Kupffer_cells,1,0.8904374982999075,0.0370557942185938,0.36,20,Hypoxia; Estrogen Response Early; TNF-alpha Signaling via NF-kB,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14491872644318315,LOW,479
EXOC3L4,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.4466061105117283,0.7154412873184073,True,0.2206938401372826,False,0.14475560364852447,LOW,480
RNF144B,0.42282212247016265,Kupffer_cells; Scar-associated_macrophages,2,1.9863032309013968,0.0101768034017182,0.2,6,Inflammatory Response,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.14456442449403253,LOW,481
PRSS23,0.34614479173047163,Scar-associated_endothelial_ACKR1pos; Vascular_smooth_muscle,2,1.7725762081904362,0.0382354670987668,0.3,18,Estrogen Response Late; Estrogen Response Early; Coagulation,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.14422895834609434,LOW,482
MMD,0.47080130120214503,Kupffer_cells,1,1.3918480662252335,1.7632234347414033e-05,0.0,3,KRAS Signaling Up,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.144160260240429,LOW,483
RNASE1,0.5705014728447909,CD4_T_cells; Kupffer_cells; Vascular_smooth_muscle,3,2.8070005698336464,0.0175074614778942,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.14410029456895818,LOW,484
CD74,0.0,,0,0.0,1.0,0.4600000000000001,19,Allograft Rejection; Interferon Gamma Response; Interferon Alpha Response,0.5,20,APP-CD74,0.0,0.0,0.0,False,0.0,False,0.14400000000000002,LOW,485
PLAUR,0.0,,0,0.0,1.0,0.45999999999999996,29,Hypoxia; KRAS Signaling Up; Cholesterol Homeostasis; Complement; Epithelial Mesenchymal Transition,0.5,20,SERPINE1-PLAUR; VTN-PLAUR; PLAU-PLAUR; FGA-PLAUR; KNG1-PLAUR,0.0,0.0,0.0,False,0.0,False,0.144,LOW,486
TYK2,0.0,,0,0.0,1.0,0.0,2,IL-6/JAK/STAT3 Signaling,0.0,0,,0.0,0.4413572903445824,0.6990205014877608,True,0.22412694373302036,False,0.14395836414609864,LOW,487
TGFB2,0.0,,0,0.0,1.0,0.08,4,KRAS Signaling Dn; Apoptosis; Allograft Rejection; Xenobiotic Metabolism,0.5,20,TGFB2-TGFBR3; TGFB2-ENG; TGFB2-TGFBR1_TGFBR2,0.0,0.10905613042792199,0.0,False,0.19443798110048305,False,0.14342972977205296,LOW,488
POU2AF1,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.4350441558648303,0.6764824278551522,True,0.23035299003758794,False,0.14331398747184576,LOW,489
TIMMDC1,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.43657289027107093,0.6859430527595014,True,0.22583433963539445,False,0.1430183735130769,LOW,490
DUSP23,0.4625075823017314,Scar-associated_endothelial_PLVAPpos,1,2.4274086221590623,0.0048504460401785,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14250151646034628,LOW,491
ANKRD55,0.4623932908942917,Sinusoidal_endothelial,1,2.734393341567819,0.0234355310820291,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14247865817885835,LOW,492
TUBA1B,0.2990401909418048,Kupffer_cells,1,1.1875827894367017,0.0045192845100008,0.0,0,,0.0,0,,0.5,0.05174117965585824,0.0,False,0.1293529491396456,False,0.14214627547327235,LOW,493
UBTD1,0.46050630970320483,Scar-associated_endothelial_ACKR1pos,1,2.4419234696628704,0.0056414590172763,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.142101261940641,LOW,494
IL33,0.32984036125111016,Sinusoidal_endothelial,1,1.419432290953469,0.0045389419214259,0.0,2,KRAS Signaling Up,0.0,0,,0.5,0.050495099170653444,0.0,False,0.09002854859864672,False,0.1420961293326824,LOW,495
SYNGR1,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.4309056066280584,0.668875052862022,True,0.22904324760276157,False,0.14208288879742884,LOW,496
HAPLN3,0.5599337811455917,Scar-associated_endothelial_ACKR1pos; Scar-associated_endothelial_PLVAPpos; Sinusoidal_endothelial,3,2.885739539377346,0.0218204681995055,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.14198675622911833,LOW,497
RPS3,0.1892263192214303,Kupffer_cells,1,0.6901449907297447,0.0239818978027656,0.36000000000000004,25,Myc Targets V1; UV Response Dn; Allograft Rejection; Oxidative Phosphorylation,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14184526384428608,LOW,498
BCAR3,0.45844247164512575,Sinusoidal_endothelial,1,2.3882164224188185,0.0046391642029933,0.0,9,Bile Acid Metabolism; TGF-beta Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14168849432902514,LOW,499
SOX4,0.5580528220208831,CD4_T_cells; CD8_T_cells; Kupffer_cells,3,2.443040468267041,0.0040882196713705,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.14161056440417663,LOW,500
CSF3R,0.0,,0,0.0,1.0,0.05,4,Inflammatory Response; IL-6/JAK/STAT3 Signaling,0.5,15,CSF1-CSF3R,0.0,0.09812813922864838,0.0,False,0.23050203487983767,False,0.14160734003913772,LOW,501
NDUFAB1,0.0,,0,0.0,1.0,0.68,27,Myc Targets V1; Adipogenesis; Oxidative Phosphorylation,0.0,0,,0.0,0.06516248393019504,0.0,False,0.15524374873059113,False,0.14157718329213742,LOW,502
GPAM,0.0,,0,0.0,1.0,0.0,1,Adipogenesis,0.0,0,,0.0,0.4377488332913113,0.7042448204247533,True,0.21406605769733655,False,0.1415471169774283,LOW,503
NOV,0.4574154751340421,Scar-associated_endothelial_PLVAPpos,1,2.776382722598561,0.0351680372961395,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14148309502680845,LOW,504
LAYN,0.456746311832332,Sinusoidal_endothelial,1,2.80804664191789,0.0424292268588183,0.0,4,Apical Junction,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1413492623664664,LOW,505
TMEM88,0.5553459449940409,Sinusoidal_endothelial; Vascular_smooth_muscle,2,3.395868792020551,0.0115107789130802,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1410691889988082,LOW,506
ARHGAP18,0.4539402862664928,Vascular_smooth_muscle,1,2.672115706136464,0.0235702106968567,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14078805725329857,LOW,507
MEIS2,0.4536802564740241,Scar-associated_endothelial_PLVAPpos,1,2.3183734763560158,0.0038958609760577,0.0,3,G2-M Checkpoint,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14073605129480482,LOW,508
SH2B3,0.0,,0,0.0,1.0,0.0,3,Complement,0.0,0,,0.0,0.4307385318178646,0.6848092641335927,True,0.21677385608445807,False,0.14020071136713486,LOW,509
ANKRD36C,0.45077655314591825,Kupffer_cells,1,2.359028129703712,0.0053621897758275,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.14015531062918365,LOW,510
NR2F1,0.450569790741587,Scar-associated_endothelial_PLVAPpos,1,2.37867032846001,0.0059763710164014,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1401139581483174,LOW,511
SVIL,0.44959454807472843,Sinusoidal_endothelial,1,2.1965709563213123,0.00244357866096,0.0,5,Estrogen Response Early; Myogenesis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13991890961494569,LOW,512
ADGRG6,0.44935434251841994,Sinusoidal_endothelial,1,2.586424672024829,0.0181288952797072,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.139870868503684,LOW,513
TM4SF18,0.5483374817665305,Scar-associated_endothelial_ACKR1pos; Vascular_smooth_muscle,2,4.690900941024295,0.0030417140042507,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1396674963533061,LOW,514
PLCL2,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.4250416541543958,0.6653776069243239,True,0.2217103929957843,False,0.1395169724879666,LOW,515
FAM13C,0.5475177986759502,Scar-associated_endothelial_ACKR1pos; Vascular_smooth_muscle,2,3.144028174140232,0.0234932145195517,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.13950355973519005,LOW,516
DOK3,0.44743461002437,Scar-associated_macrophages,1,1.6837964634851406,0.000192542416647,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.139486922004874,LOW,517
PPIB,0.2662928135537517,Kupffer_cells,1,0.9510026192778384,0.0047328811056012,0.24,9,Epithelial Mesenchymal Transition,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13925856271075032,LOW,518
PABPC3,0.545823902880713,CD4_T_cells; CD8_T_cells; Scar-associated_macrophages,3,2.7228415597919557,0.0279270647025184,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.13916478057614262,LOW,519
RGS1,0.2503068573392081,Scar-associated_macrophages,1,1.111467371805343,0.0198676516761321,0.26,27,KRAS Signaling Dn; KRAS Signaling Up; p53 Pathway; IL-2/STAT5 Signaling; Inflammatory Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13906137146784164,LOW,520
TLE1,0.35505273884417216,Scar-associated_macrophages,1,1.908895525031201,0.021107869876503,0.12000000000000001,5,Hedgehog Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13901054776883442,LOW,521
CST3,0.2829063524990455,Vascular_smooth_muscle,1,1.361210372103722,0.0204082639708849,0.0,0,,0.0,0,,0.5,0.06267097541230325,0.0,False,0.11173712000372182,False,0.13900958235344318,LOW,522
MASP1,0.44369844961989247,Sinusoidal_endothelial,1,2.351083685311229,0.0067554806051833,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1387396899239785,LOW,523
CTNNB1,0.24811532573636458,Kupffer_cells,1,1.2175642367614652,0.0371914298111323,0.04,20,Cholesterol Homeostasis; Apoptosis; Wnt-beta Catenin Signaling; TGF-beta Signaling,0.0,0,,0.5,0.06099223122144512,0.0,False,0.11896059087002717,False,0.13871521158313826,LOW,524
EBF1,0.5430891305217344,Scar-associated_endothelial_ACKR1pos; Sinusoidal_endothelial,2,3.4143567540880864,0.0274184864290691,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.13861782610434686,LOW,525
AQP3,0.4423196908899598,Scar-associated_endothelial_ACKR1pos,1,2.640622412824249,0.0313368225331846,0.0,11,heme Metabolism; UV Response Up; Estrogen Response Early,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13846393817799196,LOW,526
PPP1R12B,0.44148457250996215,Kupffer_cells,1,1.9865028596275984,0.0011386089432515,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13829691450199244,LOW,527
MAL,0.5406129925908106,CD4_T_cells; CD8_T_cells,2,2.639989866780758,0.0047373797580369,0.0,3,Apical Surface,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.13812259851816214,LOW,528
PCSK7,0.3092493664399034,Vascular_smooth_muscle,1,1.4707250487558163,0.0130053420454471,0.0,0,,0.0,0,,0.5,0.05063174986506776,0.0,False,0.09027218538489287,False,0.13804863856198155,LOW,529
TGFBR2,0.0,,0,0.0,1.0,0.04,3,UV Response Dn,0.5,20,CGN-TGFBR2; GDF15-TGFBR2,0.0,0.11002421337560436,0.0,False,0.19616399222105524,False,0.13793065217705938,LOW,530
MTHFD2,0.3494036599184597,Vascular_smooth_muscle,1,1.5458271820440708,0.0040905074095462,0.12000000000000001,13,Unfolded Protein Response; E2F Targets; Interferon Gamma Response; mTORC1 Signaling,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13788073198369194,LOW,531
VAMP8,0.21826112179271653,Monocytes; Scar-associated_macrophages,2,0.6535421077021,0.0440640254766441,0.16,14,p53 Pathway; Interferon Gamma Response,0.0,0,,0.7,0.0,0.0,False,0.0,False,0.1376522243585433,LOW,532
AKAP1,0.33312410813727644,Vascular_smooth_muscle,1,1.8408241181216307,0.0345662123441056,0.14,23,Hypoxia; KRAS Signaling Up; Androgen Response; Complement; Estrogen Response Early,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13762482162745532,LOW,533
FLT1,0.0,,0,0.0,1.0,0.0,0,,0.5,20,VEGFC-FLT1; GPC3-FLT1; PDGFC-FLT1; PIGF-FLT1; PLG-FLT1,0.0,0.11102557855731422,0.0,False,0.23156449555895264,False,0.13749106897317145,LOW,534
NUAK1,0.5353731176719778,Scar-associated_endothelial_ACKR1pos; Vascular_smooth_muscle,2,3.1309689356246526,0.0358882897454497,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.13707462353439556,LOW,535
CD320,0.4329276753285616,Scar-associated_endothelial_ACKR1pos,1,2.3742135592228792,0.011496585569358,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1365855350657123,LOW,536
IL12B,0.0,,0,0.0,1.0,0.02,3,KRAS Signaling Dn; Allograft Rejection; Inflammatory Response,0.0,0,,0.0,0.3962231378286115,0.593320834554561,True,0.22948389464868835,False,0.13647836865445612,LOW,537
C5AR1,0.0,,0,0.0,1.0,0.15,1,Inflammatory Response,0.5,20,RPS19-C5AR1,0.0,0.07524069781868316,0.0,False,0.13414788625867652,False,0.13643235739347226,LOW,538
ERRFI1,0.43184943759680977,Vascular_smooth_muscle,1,2.500206133567911,0.0228308985127191,0.0,6,Hypoxia; Cholesterol Homeostasis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13636988751936197,LOW,539
KIAA1462,0.5312210224592409,Scar-associated_endothelial_PLVAPpos; Vascular_smooth_muscle,2,4.7443612574544405,0.0414823447098486,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.13624420449184818,LOW,540
RP11-294J22.6,0.43013348289454434,Vascular_smooth_muscle,1,2.536817378368218,0.0294090211950732,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13602669657890887,LOW,541
THEM6,0.42973542005463833,Sinusoidal_endothelial,1,2.0295336797704326,0.0022275006683855,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13594708401092767,LOW,542
LINC00243,0.4293512233823728,Scar-associated_macrophages,1,2.60085499491054,0.0420556203422764,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13587024467647457,LOW,543
MKL2,0.42900706785711057,Scar-associated_endothelial_ACKR1pos,1,2.2906132051834747,0.0087123190160959,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1358014135714221,LOW,544
SPINT2,0.45218529004407004,CD4_T_cells; Kupffer_cells,2,1.4700690109133678,0.0002603321174923,0.1,6,Xenobiotic Metabolism,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.135437058008814,LOW,545
NR1H4,0.0,,0,0.0,1.0,0.1,3,Bile Acid Metabolism; KRAS Signaling Up,0.0,0,,0.0,0.20927129504506434,0.0,False,0.4515139817866263,False,0.13504492102926002,LOW,546
KCNJ2,0.2751023989945298,Kupffer_cells,1,1.341985777454399,0.024954601173264,0.2,3,Inflammatory Response,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13502047979890597,LOW,547
PPP1R14A,0.4246825808436029,Scar-associated_endothelial_PLVAPpos,1,2.143721111223098,0.0048504460401785,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1349365161687206,LOW,548
RP2,0.31845871409563653,Kupffer_cells,1,1.491865478867562,0.0101768034017182,0.14,20,Hedgehog Signaling; Spermatogenesis; Hypoxia; Fatty Acid Metabolism; UV Response Up,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13469174281912732,LOW,549
PHLDA3,0.4234575555124279,Sinusoidal_endothelial,1,2.3766780879099128,0.0167448374815783,0.0,8,p53 Pathway,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1346915111024856,LOW,550
NBN,0.27039494549411636,Kupffer_cells,1,1.4007922269942852,0.040391426431639,0.0,5,E2F Targets; Fatty Acid Metabolism,0.0,0,,0.5,0.058814911675167836,0.0,False,0.10486208010361336,False,0.13451202903315723,LOW,551
CSRNP1,0.4205535765538634,Vascular_smooth_muscle,1,2.022066546040985,0.0030496846760031,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13411071531077268,LOW,552
CPNE7,0.42013263227914927,CD8_T_cells,1,1.958219880128048,0.002235574749269,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13402652645582985,LOW,553
LGMN,0.36009967701998913,Sinusoidal_endothelial,1,1.5055413240419464,0.0022079340806254,0.08,12,Cholesterol Homeostasis; Complement; mTORC1 Signaling; Coagulation,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13401993540399781,LOW,554
PPP1CB,0.5192213866940242,Kupffer_cells; Vascular_smooth_muscle,2,2.2619733699871336,0.001444164886655,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.13384427733880483,LOW,555
CTC-526N19.1,0.41812889396002667,Scar-associated_endothelial_ACKR1pos,1,2.413665063693991,0.0248247704992799,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13362577879200532,LOW,556
RP11-138A9.1,0.41721634263883256,Sinusoidal_endothelial,1,2.4153319798898507,0.0259297714665389,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1334432685277665,LOW,557
RP11-16E12.2,0.4164402185386311,Plasma_cells,1,1.990542835405633,0.0030391925373227,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13328804370772623,LOW,558
HLA-G,0.0,,0,0.0,1.0,0.0,1,Allograft Rejection,0.5,20,HLA-G-KLRD1; HLA-G-CD8B; HLA-G-CD4; HLA-G-LILRB1,0.0,0.1123739940284777,0.0,False,0.20035345506354654,False,0.1331465167666514,LOW,559
P3H2,0.4145033021937846,Scar-associated_endothelial_PLVAPpos,1,2.382163597748768,0.0242833452209363,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13290066043875692,LOW,560
SUCNR1,0.41362794624910115,Kupffer_cells,1,1.4681399508948083,0.0002337405814545,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13272558924982025,LOW,561
KIAA0226L,0.4135742141026686,Scar-associated_macrophages,1,1.4298434940723797,0.000192542416647,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13271484282053372,LOW,562
PVALB,0.4134164379543312,Sinusoidal_endothelial,1,2.2135041722095465,0.0106813020050545,0.0,1,Myogenesis,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13268328759086623,LOW,563
NPC2,0.3560004857718504,Scar-associated_endothelial_ACKR1pos; Scar-associated_macrophages,2,1.4902691055064774,0.0028826731595808,0.0,0,,0.0,0,,0.3,0.06077246504173372,0.0,False,0.10835223442137625,False,0.13264604857800993,LOW,564
PHKG1,0.39601029846003155,Kupffer_cells,1,2.073502361600525,0.0101768034017182,0.02,6,Hypoxia,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13220205969200632,LOW,565
CAMK1,0.4105644209430701,Kupffer_cells,1,1.4376480095814368,0.0002249225536305,0.0,6,KRAS Signaling Dn,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13211288418861403,LOW,566
NUDT10,0.40872537765392536,Scar-associated_endothelial_ACKR1pos,1,2.4091806404465106,0.0348052797658402,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13174507553078507,LOW,567
NPL,0.39363136748779554,Sinusoidal_endothelial,1,2.030047436887298,0.0089267574558863,0.02,4,Bile Acid Metabolism,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1317262734975591,LOW,568
CD79A,0.0,,0,0.0,1.0,0.02,4,Allograft Rejection,0.5,20,BTLA-CD79A; FN1-CD79A; CXCL8-CD79A,0.0,0.10362010470756126,0.0,False,0.18474600081354434,False,0.13161692629892197,LOW,569
TMEM26,0.40731571971260694,Kupffer_cells,1,1.8945471872299608,0.0026394262522967,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1314631439425214,LOW,570
CAPN11,0.4066334631074064,Scar-associated_endothelial_PLVAPpos,1,2.380212546328992,0.0325189735616572,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13132669262148128,LOW,571
CD1C,0.0,,0,0.0,1.0,0.0,0,,0.5,20,B2M-CD1C,0.0,0.10866835009644611,0.0,False,0.19374660112517317,False,0.1312290776928875,LOW,572
LINC00944,0.50608503224628,CD4_T_cells; CD8_T_cells,2,2.071593553739508,0.0008621566780747,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.131217006449256,LOW,573
STMN1,0.2708463732997118,Sinusoidal_endothelial,1,1.4175012069652362,0.0432410728331275,0.18,22,G2-M Checkpoint; Glycolysis; E2F Targets,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13116927465994238,LOW,574
HIST2H2BE,0.505331183357106,CD4_T_cells; T_cells_low_quality,2,1.9417066146030164,0.0004553763867886,0.0,0,,0.0,0,,0.3,0.0,0.0,False,0.0,False,0.1310662366714212,LOW,575
FOXF1,0.40376575775031315,Vascular_smooth_muscle,1,2.154825802774175,0.0114570415499975,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13075315155006262,LOW,576
AC109826.1,0.403575032491982,Scar-associated_macrophages,1,2.0759032768454,0.0077066893172398,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.1307150064983964,LOW,577
ATP6V1B2,0.40333084650411277,Vascular_smooth_muscle,1,2.367374655872903,0.0345662123441056,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13066616930082256,LOW,578
BTNL9,0.4014780829757666,Sinusoidal_endothelial,1,1.6460236074005137,0.0009258248974693,0.0,0,,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.13029561659515332,LOW,579
ADH1C,0.0,,0,0.0,1.0,0.0,0,,0.0,0,,0.0,0.38560660538277153,0.5717835771069831,True,0.2251055474195929,False,0.13016748345863183,LOW,580
PAPSS2,0.3990459822074214,Scar-associated_endothelial_ACKR1pos,1,2.3637792379522264,0.040001509562128,0.0,6,Estrogen Response Late; Estrogen Response Early; Xenobiotic Metabolism,0.0,0,,0.5,0.0,0.0,False,0.0,False,0.12980919644148428,LOW,581
